text,emotion
know said lucky feels terribly unfortunate time,0
bet feel absolutely horny watching shameless blond lad make guy cry pleasure caused hottest fist fuck,1
watching two patients die tonight put funk one young,0
want able wear lace shorts feel cute would kind like wear bikini never done since around ten young know large one,1
feel like not taking enough risks not respected teacher,1
tips stop feeling drained time heed advice absolutely shattered,0
close friend went canada fb,1
not feel thrilled nearly shampoo commercial hair,1
feeling smug go physical,1
feel humiliated feel lost,0
markymark omg really sowwy p tired morning p laughing loud,0
feel share amazing videos guys check,1
taken advice feel ok,1
shut,0
feeling disheartened frustrated,0
feel perverse need write something blog,0
still could not believe much pain not feel happy people celebrating grandiosely,1
feel like living happily ever life modestly successful author gives back universe best keep several lexington kentucky coffee shops business,1
know family love watching dvd feel like happy film href http www,1
feel need delicious sure smile,1
got feel da vincis artistic soul within,1
would respond feels shitty,0
left feeling dumb trying not anything normally could quirk,0
thought maybe not met person yet going make feel way perfect suitors thrown way no feeling,1
not actively running slowly turning back feel groggy powerless wake,0
know without bit sugarland brad paisley feeling jolly anything,1
krisbellmusic yeaaa,1
feel vital part ensure students motivated beginning,1
feel totally gloomy time,0
know not hearing whoa oh oh whoa oh oh whoa oh oh got stay positive good boost feel like world completely doomed also completely excited,0
feel ignored hurt angry,0
feel amazing right,1
also wonder simon wrapped arms around jesus feel simply supporting weight cross wounded man,1
found stupid not stressed feel disappointed everything,0
woke feeling joyful lov,1
feel really hopeful rd year,1
began feel relieved,1
free feel helped feel free,1
feeling not going last weekend even though still felt mostly calm comfortable,1
often detailed vivid dreams play like long weird film often leaving feeling quite exhausted wake,0
becthomasphoto inherent humility,1
possess embroidered pashmina silk wrap soft camel shade handpainted fan delicate black lace shawl makes feel incredibly elegant,1
tune see one sittin porch spring time drinking beer watching sunset kind number got great feel end day really glad got know sideburn iv monument,1
feel rage innocent people put death state name name justice,1
feel thankful live three miles lake michigan beach always close hand,1
feeling lot calm relaxed towards london toward turkey earlier year,1
iamdiddy need hug cuz garbage truck men keep driving next whistling working hard graduate,0
first day duromine feeling fucking fantastic,1
could feel nudged feeling back mind determined keep open mind towards calgary,1
sitting adjacent sofa preparing listen bianca tale without hard feelings well not nearly many anyway,1
oh joy open changing rooms tomorow well maybe let catch reading least,0
know make easier not feel way no verse proverbs digest tranquil heart gives life flesh envy makes bones rot,1
carinacani damn lot messages sweet quot gt yeah sayang,1
no qualms feel though valuable frankly easier ways go,1
feel useful amazing,1
feeling bouncy excited direction taking,1
intend eliminating sensation every possible opportunity feels important,1
realize lame seriously feeling lame,0
anntorrence jeremyhall anyone update photowalkingutah google calendar photowalks looks like missed,0
assure reporting process traumatic requires bravery women would not put not feel genuinely assaulted,0
thought feeling disappointed spite,0
feel alone yet surrounded many people constantly need something thinking crazy things like go away people see terribly lonely,0
feeling totally useless,0
love making others feel glowingly radiant even,1
feel kind lame note said kind,0
feel guilty feeling resentful,0
not know feel drained,0
shaken feeling inadequate keeping kids harm,0
going fabulous right feel lame like slacker,0
never feel like judged never feel like think children talented,1
feeling jolly work,1
hate feel horrible hurt someone feelings,0
got life achieved things never dreamed empty feeling yes empty feeling killing,0
explain feel proud,1
get feeling list become ludicrous time passes,0
said feel amazing right,1
feel need focus responses need truthful,1
remember feeling energetic day,1
feel cold,0
feeling pretty energetic week pregnant woman,1
feel completely devastated knees wind knocked shock horror scared unsure terrible events happened close,0
crimsonmuse saw freakin starving right thinking peanut butter fudge ice cream amp steak course,1
feel using yodio would benefit many students not quite satisfied yodio site yet,1
battle mouse invaded kitchen feeling brave,1
roccoman aww helpful getting sweepy sis says whipped cream bed save,1
feel like jerk certainly not go way pleasant,1
look f ing hot outfit feel gorgeous,1
found increasingly difficult get sleep bizarre dreams still feel groggy mornings,0
no idea nevermind used bits pieces feeling virtuous,1
feeling wash unpleasant emotions lately,0
could not feel empty,0
might not feel quite jolly,1
struggle get around loathe shopping best times christmas really not make feel festive jovial,1
